Channel,AuthorID,Author,Date,Content,Attachments,Reactions,sentiment
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],319951251561250818,samurai_quest,2020-11-26 19:53:00,"Hi there, I'm Jeremy. I'm trying to figure out this data blockchain stuff for the sake of the hackathon but me and my partners brains aren't big enough yet to figure out what's going on. Hoping to learn more here!",,💯 (1),0.6114
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],456226577798135808,Deleted User,2020-11-26 19:58:00,"Hi there I am Pavan 
I am from India 
My interests r in ml,cp etc",,,0.25
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],625415196713943051,alexcos20,2020-11-26 20:09:00,"welcome @im jeremy  and @Deleted User .  if we have tech questions, pls drop them in #💻︱dev-support-old",,,0.296
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],196532166723633153,sarahsweetchilli,2020-11-27 08:14:00,"Hey @Deleted User @emeroid1795 @im jeremy, if you are developers or aspiring developers, check out the projects & Hackathons listed in #✨︱find-a-team-old . You can jump right into contributing 🙂",,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],502324155631534110,krishnakanthsasi#2832,2020-11-27 17:27:00,"Heyo everyone! My name is Krish, and I'm joining with my bro. This is our first time with a Hackathon, and also the underlying concepts.",,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],502324155631534110,krishnakanthsasi#2832,2020-11-27 17:27:00,"Looking forward to learning with you all, and building something amazing. 🙂",,,0.5859
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],625415196713943051,alexcos20,2020-11-27 17:56:00,welcome !,,,0.5093
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-11-27 19:34:00,"@Deleted User @emeroid1795 @im jeremy,  welcome! I suggest you to check the #🏛︱academy  channel",,,0.5093
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],749852526492385341,maxalakh,2020-11-30 19:04:00,Hi all,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],196532166723633153,sarahsweetchilli,2020-11-30 19:48:00,Hello 🙂,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],734575484339486751,savo_v,2020-11-30 21:59:00,Hi all,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],734575484339486751,savo_v,2020-11-30 21:59:00,I'm here to check if Ocean protocol has any open position,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],734575484339486751,savo_v,2020-11-30 21:59:00,I'm experienced in blockchain and web development,,👍 (1),0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-11-30 23:57:00,Welcome @Max A @savo,,,0.4588
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],734575484339486751,savo_v,2020-11-30 23:58:00,Hi @Gary,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],384222369809563648,bigcammer,2020-12-01 12:11:00,Yoo,,🍕 (1),0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],718506073912246389,ericsc24,2020-12-03 01:12:00,Hi all! From the USA. Just here to advance my understanding and see how I can be a benefit the community!,,👍 (1),0.555
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],775670945837875220,pocobelli,2020-12-03 06:05:00,Hey everyone 👋,,👌 (1),0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],693317720472813628,gildor3111,2020-12-03 07:36:00,Hello and welcome ! 🙂,,💯 (1),0.5093
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],678804829073834004,al🎏#0437,2020-12-03 08:40:00,"Hi folks! I'm Al, I run tech for weteachblockchain.org - so let me know if you need help with anything blockchain education related 🙂 also working on openkoi.com now, and we think Ocean is awesome!",,,0.8118
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],736296849857839105,berryninj,2020-12-04 01:12:00,Hello everyone I'm delighted to be here,,🙌 (2),0.5106
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-12-04 02:06:00,Hey @Al (openkoi.com) welcome 🙏🏻 great to hear you’re into blockchain education 👀,,"🙏 (1),👍🏻 (1)",0.7964
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],667323335625015306,philippewise,2020-12-05 07:55:00,"hi everyone, glad to join and explore ocean protocol",,,0.6369
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],749852526492385341,maxalakh,2020-12-05 09:53:00,Hi all,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],758605374974197801,indxyz,2020-12-06 05:21:00,"Hi everyone, my name is Aliyu Bio, and I'm glad to be part of the marines in this Ocean. 
Let's keep diving.",,🤟 (1),0.5106
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],678804829073834004,al🎏#0437,2020-12-06 09:14:00,Welcome,,,0.4588
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],639210266877231130,ferdutzt,2020-12-08 06:21:00,"Hi, just checking things out.  Looks like a very good project!",,,0.7171
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],298044073858826251,ogoptimusmaximus,2020-12-08 15:23:00,Hello everyone so im new here with zero experience but a tone of curiosity and enthusiasm cant wait to explore this new world,,,0.5927
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],237375948905906177,_yexxis,2020-12-09 07:27:00,"Hey guys just discovered OCEAN, badass shit securing the bag as I type",,,-0.4404
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],659828514924658688,ygg_anderson,2020-12-10 03:15:00,"Hi everyone, data scientist with a background in AI research (masters degree) and moving into the token engineering world in 2020, I'm very excited to start playing with TokenSpice and happy to chat with anyone on this topic.",,😉 (1),0.8016
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-12-10 18:25:00,Welcome @ygg_anderson ! Happy to chat with you about TokenSpice. I'm personally curious to see an agent controlled my some deep learning algorithm optimized for certain tasks 🙂,,💯 (1),0.9245
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],339240764414623755,nattilife,2020-12-13 06:45:00,"Hey all! Joined the discord because of the hackathon, and have been reading through posts and discussions here as I set up my ocean development environment. Goal is to deploy a datatoken using Python this weekend!

Our team of three is currently poking around the code and brainstorming various ideas for what we'd like to build. If anyone wants to talk ideas, feel free to hit me up!",,,0.6093
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],339240764414623755,nattilife,2020-12-13 06:46:00,"I was thinking we would make a desktop extension for users to ""opt in"" to browser data collection, but then I realized someone already built that lol",,,0.5719
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-12-13 18:31:00,great to hear! I suggest you to use the #✨︱find-a-team-old and #dec-datatokens  if you are looking for inputs of any kind,,,0.8313
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],718120903606534245,whispernode,2020-12-15 09:27:00,Hey all! I'm Brendan. I've been following Ocean ever since they were one of Enigma's original launch partners before the project became part of the broader Secret Network. I'm very excited for the collaboration between the two projects and want to follow Ocean more closely now as well as share news between the two communities! Also I want to see what's built in the current hackathon!,,🙂 (1),0.868
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-12-15 16:56:00,Welcome! The Ocean and Secret communities will surprise in many ways 😉,,💯 (1),0.6588
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],716366076140847254,femiyoghurt,2020-12-15 18:58:00,"Hello Everyone, It’s Precious here ✊🏿❣️",,,0.5719
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],303353870715715588,.djcrypto,2020-12-15 18:59:00,Hello! I'm Ola from Nigeria. I just finished participating in the onboarding seminar and I've started the academy101 course. I look forward to joining you fully very soon..,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],426175095980032020,Romanbank#8706,2020-12-15 19:00:00,Nice to be here😋,,,0.4215
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],788359125708439564,Galla#2836,2020-12-15 19:11:00,Hello all!! I'm Galla. I've known about Ocean speaking with Gary various times. I got curious and I started to study more about Blockchain and Web 3 space. It's my first time in this space and speaking about these subjects because in life I am an animator and filmmaker. My strength is being a really good project manager and I am so excited to start this collaboration with ocean and try to be productive for the association.,,,0.908
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-12-15 20:17:00,Welcome @Galla @Precious @Sun,,,0.4588
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],499679895572447260,rish_kilt,2020-12-15 21:43:00,"Hi All
Rish here 
😀",,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],698361846712762419,rajshreemondal,2020-12-15 22:15:00,"Heya people! I'm Rajshree Mondal and I'm currently in my 3rd year of BTech CSE. Currently I'm focussing on competitive coding and UI designing. 
I'm also interested in ML algoritnms ans stuff. And I've also been exploring the robotics part recently building some cool stuff with arduino and rasberry pi environment.",,👍🏻 (1),0.7177
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],722738672075800588,lrt8723,2020-12-17 05:03:00,Hi everyone ! Nice to see you here !,,,0.5242
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],343943137099644928,nadavhollanderopensea,2020-12-17 06:57:00,Hey everybody 👋,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],343943137099644928,nadavhollanderopensea,2020-12-17 06:58:00,This is Nadav from the Dharma team (https://www.dharma.io),,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],343943137099644928,nadavhollanderopensea,2020-12-17 06:58:00,Apologies if this is the wrong channel to drop in on.,,,-0.6369
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],343943137099644928,nadavhollanderopensea,2020-12-17 06:59:00,"But, for those who don't know, our spiel is that we've basically built a Robinhood-like app for buying any asset on Uniswap with your bank account.  What that means is that I'm _pretty_ sure we're the only place you can buy OCEAN with USD — and definitely the easiest.",,,0.9253
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],343943137099644928,nadavhollanderopensea,2020-12-17 06:59:00,Dropping in here cause I wanted to jam on how we can best spread the word in your community about this capability,,,0.6369
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],343943137099644928,nadavhollanderopensea,2020-12-17 07:00:00,Figured it's probably in our mutual interest to make it well known that investing in Ocean can be done easily from an app / bank account a la Coinbase 🙂,,💯 (2),0.7579
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],493130689709867008,innopreneur,2020-12-17 21:18:00,Hi @Nadav Hollander | OpenSea this is good news. Lets connect over DM.,,,0.4404
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],343943137099644928,nadavhollanderopensea,2020-12-18 02:43:00,👍,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],606911817557606445,wynd.eth,2020-12-18 06:17:00,"Hello, I'm Bassey. Glad to be deployed as a new Ocean Ambassador #🖖︱introduce-yourself",,👏 (1),0.4588
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],348769546863378435,emmanuelniyi,2020-12-18 07:58:00,Hi emmanuel here,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420220221479976960,mrrpiusz,2020-12-18 08:25:00,Hello!,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],789555683674423317,Alexander Martins#5995,2020-12-19 21:36:00,"Hello, I'm Alexander #🖖︱introduce-yourself",,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],422030659846930444,bilo3339,2020-12-20 22:01:00,Hello everyone,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],499679895572447260,rish_kilt,2020-12-21 01:27:00,Hello Everyone,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],420651712488144898,kuerax,2020-12-21 01:30:00,Feel free to introduce yourself with 1-2 senteces so that we can accelerate potential colabs! @Rish_Kilt @Bilo @Alexander Martins @mrrpiusz @emmanuelniyi @wynd.eth,,,0.5562
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],499679895572447260,rish_kilt,2020-12-21 01:40:00,"Hi @Gary 
Rish here 
I have been a part of Ocean Community from past 8-9 months approximately , huge believer of the project and giving my best shot at everything I have been doing so far for the project awareness. Glad to be onboarded as Ocean Ambasador . My content and videos will keep coming for a very long time.
Personal Info : I am a Senior SAP Developer working for a prestigious global firm .",,❤️ (2),0.8979
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],444997548646596618,barleyxc,2020-12-21 02:18:00,A.. Hello everyone,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],606911817557606445,wynd.eth,2020-12-21 02:38:00,"Hello team, I've been a firm supporter of Ocean since January 2020. Look forward to accelerating awareness and making impact within the Ocean community.",,,0.2732
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],196532166723633153,sarahsweetchilli,2020-12-21 06:14:00,Looking forward to your videos 🙂,,,0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],776888951175643146,.henrycn,2020-12-21 19:00:00,"Hi, my name is Henry am new here and with ocean",,🖖 (2),0.0
Ocean Protocol - GET STARTED - 🖖︱introduce-yourself [747887740263333909],485865949619027968,_lynxrose,2020-12-22 05:42:00,"Hello my name is Lynx! I am a soon to be graduate of galvanized data science boot camp, I was thinking about a marketplace for learning models (for transfer learning). I am excited to jump in and try my hand at creating a server back-end for the first time. DM me! Im excited to help a project any way I can too!",,🤟🏼 (3),0.9149
