Channel,AuthorID,Author,Date,Content,Attachments,Reactions,sentiment
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-10-11 22:13:00,Looking good on my end. The app is not loading for you?,,,0.4404
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-11 22:13:00,cant share screenshot,,,-0.2235
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-11 22:13:00,soooo,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-11 22:14:00,i msgd you,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-11 22:17:00,not only me,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-11 22:57:00,https://tenor.com/view/shrug-gif-25269231,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-12 00:46:00,is it brave browser? idk,,,0.4588
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-12 00:46:00,other dapps work,,👍 (1),0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],359806241045741568,bolonyokte,2023-10-12 03:12:00,predictor is only 5m or 1h?,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-12 04:09:00,its because im american^^,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-12 04:09:00,change vpn and it loads,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],240988635531313152,eenniiggmmaa,2023-10-12 04:09:00,YAY,,,0.5267
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-10-12 19:02:00,"yes, for now only assets for 5m and 1h timeframes are deployed",,,0.5267
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],489914064919855114,zcstarr,2023-10-13 00:47:00,"any suggestion on how to get pricing feed data  if your'e in the us , I would use my binance.us account but I'm afraid that hte data won't match what I'd get back from binance.com",,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],489914064919855114,zcstarr,2023-10-13 00:53:00,well haven't confirmed it rather that the feeds are the same 😁,,,0.2732
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],780159213049479179,idiom_bytes,2023-10-13 08:52:00,"Unfortunately, if you use tools like ccxt, you'll need an API key.
Fortunately, you can call the API directly.
https://docs.binance.us/#general-rest-api-information

Try:
```curl 'https://api.binance.us/api/v3/ping'```",,👍 (1),0.0258
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],489914064919855114,zcstarr,2023-10-13 13:22:00,thanks :party_keanu:,,🙌 (1),0.4404
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],994272939476267018,graceful.coder,2023-10-17 21:11:00,"Sup guys! Don't forget that we have a Predictoor workshop tomorrow on Zoom! ⏰ 3PM UTC | 5 PM CEST | 11 AM EST | 8 AM PST

Join us using the link here: https://us02web.zoom.us/j/89913910217

Would love to see some of you guys there 🥹",,🙌 (1),0.8248
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],776621646235959359,dogerton,2023-10-18 04:41:00,do any Dexs on Oasis have Ocean? Need to find a way to get ocean on Oasis to use predicotoor (celer bridge not an option),,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],702141233505632298,anicet0,2023-10-18 19:15:00,"interesting product, we have a prediction game on Pancakeswap and we are expanding it to different chains. How easy will be to integrate predictor in a dapp like PCS? what will be the benefits of it?",,,0.8767
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],955744627481255976,awesomeQA#0813,2023-10-18 19:15:00,N/A,,"👍 (2),👎 (1)",0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-10-18 20:18:00,for now the only way to get OCEAN tokens on Oasis is by using the Celer bridge,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-10-18 20:33:00,"One possibility would be to use Pancakeswap interface to submit predictions into Predictoor contracts. This way either Pancakeswap itself it's going to become a Predictoor or enable the users to become Predictoors. In terms of difficulties we need to better understand the system, but should be fairly easy if PCS moves to Sapphire and uses OCEAN token for staking.",,👍🏻 (1),0.6369
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],699330463906398318,abessalov,2023-10-23 06:02:00,"Good evening guys. I have a quick question about time periods using in Predictoor. 
We should give predictions for the period t+1 before starting of the period t, correct? 
For example, for 5m timeframes let's say I use lags 7:00, 7:05, ..., 7:55, start my prediction loop at 7:59 according to default parameters, and the model give predictions for 8:05 with the condition that this transaction should be submitted before 8:00.",,👍 (2),0.1027
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],955744627481255976,awesomeQA#0813,2023-10-23 06:03:00,N/A,,"👍 (5),👎 (1)",0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],489914064919855114,zcstarr,2023-10-23 07:38:00,"Curious about this what price are we predicting are we predicting the next periods opening price, just to confirm ?",,,0.3182
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],955744627481255976,awesomeQA#0813,2023-10-23 07:38:00,N/A,,"👍 (1),👎 (1)",0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],489914064919855114,zcstarr,2023-10-23 08:26:00,actually tracked it down it's close price to close price I think,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-10-23 17:40:00,"yes, that's right. Predictoor works with close prices.",,👍 (1),0.4019
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-10-23 17:42:00,That's right.,,👍 (1),0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],972357688283525121,sheloandre,2023-10-30 15:44:00,From which exchange can I buy Ocean token,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],952364736639557672,team001,2023-10-30 15:46:00,"@shelo Andre Uphold, Paybis, Kraken or Kucoin",,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],994272939476267018,graceful.coder,2023-10-30 18:57:00,"Hi Shelo! You can purchase OCEAN from the major exchanges like Binance, Coinbase, Kraken, and many other smaller exchanges. We list the exchanges on our website here: https://oceanprotocol.com/about-us/ocean-token",,,0.4199
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],699330463906398318,abessalov,2023-10-31 17:30:00,"Hi guys! Are there any updates on the ETHMiami https://github.com/oceanprotocol/pdr-backend/blob/main/READMEs/ethmiami.md, was it held? How much submitted wallets and their scores?",,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],994272939476267018,graceful.coder,2023-11-01 22:00:00,"Hi Andrey, this year we found most people were interested in developing on Ocean.js at the hackathon. That said, we're pretty confident that the incentive structure will stimulate some good entrants into the Predictoor ecosystem - give it a little time 🙂",,👍 (1),0.9399
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],739132787499597824,kreigdk,2023-11-06 15:06:00,"Hello!)
Is there a way to see how many 24h subscriptions are being bought on predictoor?",,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-06 16:16:00,"Hi!
Not on the UI, but you can get the data from the Subgraph.",,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],739132787499597824,kreigdk,2023-11-06 16:20:00,how to get data from subgraph?,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],739132787499597824,kreigdk,2023-11-06 16:21:00,Thanks for answer,,,0.4404
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-06 16:40:00,"You can get the info form pdr-backend subgraph.md readme:
https://github.com/oceanprotocol/pdr-backend/blob/main/READMEs/subgraph.md
Tere you have the  Sapphire mainnet subgraph link and also a query example at 'Typical query' section with most of the information that you can use to query just the information you want, for example subscriptions.",,,0.0772
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],739132787499597824,kreigdk,2023-11-06 16:45:00,Thank you! You've been very helpful),,👍 (1),0.4199
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],330671265566425089,ancarizan,2023-11-07 02:33:00,"hello 🙂
for the trader bot on test net, can i use my metamask account? it seems i was unable to get ocean test coin using the provided faucet",,👍 (1),0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],952364736639557672,team001,2023-11-07 02:33:00,Yes you can @Amaya,,,0.4019
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],1104555088078458980,general20_20,2023-11-07 02:34:00,Do you have any issues??,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],330671265566425089,ancarizan,2023-11-07 02:37:00,"it showed 0, but i think there was a mistake from my part. I also imported OCEAN and it's shows 0, but now i noticet that i also have TST. Thank you for your quick answer. I'm already loving the community here 🙂",,"👍 (1),❤️ (1)",0.7579
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],330671265566425089,ancarizan,2023-11-07 02:40:00,"thank you, but i think it was a mistake on my side, i was just looking at ocean, but i think the token got saved as TST, and i can see it now im my wallet. Thank you again",,✅ (4),0.6808
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],994272939476267018,graceful.coder,2023-11-09 18:49:00,"Hey everybody!

✨   Introducing Predictoor Data Farming  ✨  

Predictoor DF **amplifies rewards** 🤑 to predictoors making AI-powered predictions to Ocean Predictoor!
 
We're rewarding $OCEAN & more ≈ $21K USD weekly

Predictoor runs on @OasisProtocol Sapphire confidential EVM 👪❤️

You can bookmark our X thread on Predictoor DF here: https://twitter.com/oceanprotocol/status/1722561862003224919

You can read all the details in our blogpost here: https://blog.oceanprotocol.com/introducing-predictoor-data-farming-ad4c95f4a9aa",,"🤖 (1),👍 (1)",0.6103
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],994272939476267018,graceful.coder,2023-11-09 18:49:00,N/A,https://cdn.discordapp.com/attachments/1151066755796574389/1172125814201012316/1.png?ex=65e0613b&is=65cdec3b&hm=1a02a00799d3ffa5f8914d4ae90e06bf758d3a0aab8e4179992f7a0949ef2d9f&,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],294623609786204160,AutoBot#1760,2023-11-11 17:27:00,What kind OP team member can help me with getting Rose and Ocean setup for the bot. I have some ROSE on Oasis wallet and I have some Ocean Oasis on metamask,,,0.7269
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],228526662176866304,dusty2791,2023-11-11 23:48:00,Hey everybody! I'm also in need for somehelp regarding setting up the Predictoor because I'm running into the insufficient balance to pay fees error even though I have the fake ROSE and fake OCEAN tokens in my wallet,,,-0.8622
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],1104555088078458980,general20_20,2023-11-13 10:34:00,"Hey 
Have you gotten any help regarding your issues??",,,0.4696
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],1104555088078458980,general20_20,2023-11-13 10:35:00,"Hey 
Have you gotten any help regarding your issues??",,,0.4696
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],961181510357123092,abdulmazid_,2023-11-13 12:12:00,Hi,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],961181510357123092,abdulmazid_,2023-11-13 12:12:00,H,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-13 15:25:00,"Hi! Looks like you have OCEAN tokens on Sapphire and just need to transfer ROSE tokens from Oasis wallet to Metamask. To transfer the ROSE tokens, inside the Oasis wallet go to ParaTimes menu, then click on To ParaTime button from the Sapphire section, then insert the Metamask account address where you want to send the tokens and the amount",,,0.4753
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-13 15:27:00,"Hey! Could you provide some more info, maybe the tx or wallet address so I can check?",,,0.4199
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],294623609786204160,AutoBot#1760,2023-11-13 21:31:00,"I have it working now thank you.
I have used a different metamask address than the address i use for my locked Ocean. Should i have used the same address?",,👍 (1),0.3612
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-13 21:46:00,"No, that doesn't really help beside just having to manage less wallets",,,-0.5683
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],294623609786204160,AutoBot#1760,2023-11-13 21:56:00,So running your own predictor bot has no relation to your ve Ocean allocations?,,,-0.296
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-13 22:05:00,"Yes, that's right",,,0.4019
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],856302991355281449,mhiztavoice,2023-11-14 21:40:00,This is massive from Data farming,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],856302991355281449,mhiztavoice,2023-11-14 21:40:00,I just wish I'll be able to engage,,,0.6249
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],856302991355281449,mhiztavoice,2023-11-14 21:42:00,"I've known Oasis sapphire, and this is a great collab",,,0.6249
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-15 01:14:00,"Hey @mhiztavoice , good to see you onboard!",,,0.4926
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],228526662176866304,dusty2791,2023-11-15 04:10:00,"Hey! Thanks, yeah I got it working now on my desktop at least. Still don't know the issue but I think ill work with this for now. It's the same wallet so something else might be happening",,,-0.3489
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],294623609786204160,AutoBot#1760,2023-11-15 08:40:00,"```A special “DF buyer” bot purchases Predictoor feeds. It starts operating on Nov 9. Every day, it spends 1/7 of the weekly Predictoor OCEAN budget for another 24h subscription. It spends an equal amount per feed. (Currently there are feeds: 10 x 5min, 10 x 1h.)```

Is there rewards given at the end of each week to those running Predictoor bots or is it already spread out over the week, when you run payout you get rewards?",,,0.836
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-15 18:36:00,"As mentioned in the text, the rewards are spread out during the week by buying 1/7 of DF-Predictoor rewards worth of subscriptions each day. So rewards should be already distributed by the DF Round ends.",,,0.8807
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],739132787499597824,kreigdk,2023-11-16 02:40:00,@Norbert | Ocean could potentially get a way to stake on a smart contract/bot that trades on a Dex based on predictoor feeds?,,,0.4019
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 10:32:00,"Hey all 👋  One quick question about predictor backend https://github.com/oceanprotocol/pdr-backend/blob/main/READMEs/predictoor.md#run-predictoor-bot-on-sapphire-mainnet

I'm running the predictor … and I see

```
      -> Predict result: predval=True, stake=1.0
      Submit predict tx chain...
Error while approving the contract to spend tokens: {'code': -32000, 'message': 'client: transaction check failed: runtime error: module: core code: 5 message: insufficient balance to pay fees'}
```

Which tokens do I need on which chain to use this correctly? My rose private keys (from Oasis Wallet) look like base64 encoded strings , when I send those as an env var the predictor errors out",,,-0.7579
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 10:33:00,Oh maybe this is exactly what I need,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 10:36:00,☝️ Might be useful to add this to the readme,,,0.4404
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 10:41:00,"```
Get historical data, across many exchanges & pairs: done.
      -> Predict result: predval=False, stake=1.0
      Submit predict tx chain...
Pending nonce: 5
SuggestGasPrice: 100000000000
Encrypted transaction status code: 0
Submitted prediction, txhash: 0x34543be5cd299ac2a0d66f338fc3a1535bb3c8c467e3e4fbb45f226ec2720e2a
```
Looks good",,🙌 (1),0.6597
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-16 14:20:00,@ililic2084 There already is a section inside the 'Get rose on Sapphire' section called 'Transfer Rose from Emerald to Sapphire'. Maybe it just isn't clear enough.,,,-0.2924
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 20:14:00,"I guess my initial thinking was something along the lines of:
```
≥ Okay cool! I have ROSE on Oasis Wallet, and I have OCEAN on my Metamask…
≥ Let's get the predictor running
≥ Oh, looks like I need a private key to post predictions to chain
≥ Hmmm, I doubt this requires my Eth Main net wallet, that would be way too expensive in gas to make predictions this frequently, they must be asking for my ROSE private key
≥ I'll export the private key from the ROSE on my Oasis Wallet, looks like its this base64 encoded thing
≥ Oh, the predictor pukes that up, looks like it *is* looking for an ETH style private key… hmmm…
```",,,0.68
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 20:17:00,"… followed by ""Let me log into discord to solve the problem""",,,-0.5574
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-16 20:25:00,"Yeah, I see what you mean. Thanks for sharing the details. We are going to update the readme so it's more clear that the tokens should be inside an Eth account wallet",,🙌 (1),0.8766
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 20:29:00,"Cool, I'll be sure the come back with more annoying questions as I try to figure out how my performance is 😉",,,0.1548
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-16 20:30:00,"Sure, feel free to raise any issue you find 🙂",,,0.6808
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 20:38:00,You know that the Binance API doesn't allow IPs from USA?,,,-0.1695
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-16 20:39:00,It is restricted by Binance for USA,,,-0.3818
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],613749597248159745,ililic2084,2023-11-16 20:39:00,Yep 👍,,,0.296
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],699330463906398318,abessalov,2023-11-16 21:55:00,Hi guys! A quick question regarding ROSE payouts: it's not implemented yet?,,,0.0
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-16 23:26:00,"Hey! There are some updates released recently on our docs and pdr-backend project to make this more clear. The ROSE rewards are going to be distributed each Monday. This is to offer time to the predictoors to call the payout for OCEAN rewards after the DF round ends, so all the predictions from the DF round could be accountable for ROSE rewards calculation. In short terms the Predictoor predictions are visible only after rewards are claimed.",,👍 (1),0.9391
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],699330463906398318,abessalov,2023-11-17 00:11:00,I will take a look. Thank you!,,,0.4199
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],228526662176866304,dusty2791,2023-11-17 08:53:00,"Hey guys, question - In the predictoor agent 3 why is curprice set to y_train[-1] rather than y_test[-1] ? Because it's creating a model for X_test",,,0.296
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],804400713123102741,Norbert | Ocean#7805,2023-11-17 21:22:00,"There is no y_test, the way that we've configured it. The appropriate thing is y_train[-1].
If you think we're wrong, tell us, and show what you think would be right. No one is perfect:)",,,-0.7579
Ocean Protocol - ECOSYSTEM - 🤖︱predictoor [1151066755796574389],228526662176866304,dusty2791,2023-11-17 21:39:00,"Of course!I was just wondering to see whether I have the wrong interpretation. But from what I understand is that if you want to predict a value with X_test, we could need to predict the price based on the most recent price y[-1] right? Which is right now y_train[-1] but to my understanding this price happened earlier on",,,0.4199
