Channel,AuthorID,Author,Date,Content,Attachments,Reactions,sentiment
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],366389985189953567,258638,2022-01-14 01:57:00,I had a scammer reach out to me as soon as I posted. He's kind of an idiot. His tag is @Deleted User,,,-0.4939
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],368405653217345536,denkobetona,2022-01-15 00:29:00,"thanks, just banned 6 of these",,,-0.0258
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],255832236555894794,no_planet_b,2022-01-21 07:15:00,"Whо is first? :)
https://discrds.gift/m12RTyK3f7zb6BX9",,,0.4588
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],368405653217345536,denkobetona,2022-01-21 18:24:00,who sent you this,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-01-21 18:28:00,That was spam - I banned this person,,,-0.6705
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],368405653217345536,denkobetona,2022-01-21 18:29:00,oh i see,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],127286666430906368,duckcud,2022-01-26 12:45:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/935757348650246154/unknown.png?ex=65deba71&is=65cc4571&hm=6c7b4d54418c4c87ad29de7962ec33cb8d8779b052a2b54bd23661afee34d5dc&,👍🏻 (2),0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],127286666430906368,duckcud,2022-01-26 12:45:00,@sarerem756,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],136005645240500224,drakinora,2022-01-26 12:46:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/935757484839284787/unknown.png?ex=65deba91&is=65cc4591&hm=46a8d7e2d07f4a1d0285d71c1557ed83adbec700cfb3b2508015ed51cb7a3168&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],136005645240500224,drakinora,2022-01-26 12:46:00,I'm not active here but I had to feel repulsed at discord light mode,,,-0.8583
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],136005645240500224,drakinora,2022-01-26 12:46:00,Have a nice day good ser,,,0.6908
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],253215664632758273,abrom8,2022-02-07 20:26:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/940222021038649364/unknown.png?ex=65e5bdfe&is=65d348fe&hm=510032c5f332ee6b159e7ce50c18670c7c82db2d645f27bdbe296d06cc525f93&,👍🏻 (2),0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],756512973870203011,trangnv,2022-02-13 14:29:00,"Worth a read, about highly dedicated scammer

https://twitter.com/thomasg_eth/status/1492663192404779013?s=21",,👍 (4),0.6361
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],378499362730409984,bhalisa,2022-02-15 18:16:00,Can't be too careful these days!,,,-0.1867
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],368405653217345536,denkobetona,2022-02-19 01:13:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/944280592353226862/unknown-44.png?ex=65e20cd5&is=65cf97d5&hm=6c872abffb530ee412c9a6c4f01d6152925e0f9f6944e6443065dcd857d7e5d9&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],368405653217345536,denkobetona,2022-02-19 01:14:00,if you see any similar DM please report here,,,0.3182
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],215394853566021632,trishul#4714,2022-02-19 01:46:00,did this user bother others as well?,https://cdn.discordapp.com/attachments/912281243012460594/944288705022132274/Screenshot_359.png?ex=65e21463&is=65cf9f63&hm=30be6652c207b2bbca77b1ec3cf3a7c93779b116f9fca617b0608599d47a08ed&,,-0.0772
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],215394853566021632,trishul#4714,2022-02-19 01:51:00,there we go...beautiful hehehe XD,https://cdn.discordapp.com/attachments/912281243012460594/944289996007936060/Screenshot_360.png?ex=65e21597&is=65cfa097&hm=ede813e41b48b5be6a7b4f8a4cab6b2b82e24c18468718c6ec2c7a6df210de89&,,0.6739
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],215394853566021632,trishul#4714,2022-02-19 01:51:00,ban him asap,,👍🏻 (1),-0.5574
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],312860261050482698,ivanlucas.,2022-03-03 04:04:00,Hello,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],312860261050482698,ivanlucas.,2022-03-03 04:05:00,"I want to report a DAO that is using your name and logo to get funding. The name is ContinentDAO, Adonis Ferreira is a scammer",,,0.0772
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],312860261050482698,ivanlucas.,2022-03-03 04:05:00,www.contidao.com,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],312860261050482698,ivanlucas.,2022-03-03 04:05:00,"Look at the site, go down there, you are a partner,",,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],843787928622989322,cassette38,2022-03-04 00:00:00,"Hey, Ivan! Thanks for telling us. How did you find out about this situation?",,,0.4926
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],312860261050482698,ivanlucas.,2022-03-04 06:15:00,"I worked with them, until he didn't pay anyone, and took all the financing money. The project at the beginning was all right, until he started lying to everyone. Oh, get out of the project. He got financing with Near, but I didn't comply with the agreement, so Near didn't make any payment to him. Anyway , I am denouncing so that he does not steal from anyone else .",,,0.7711
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],843787928622989322,cassette38,2022-03-04 19:36:00,"Ok, thanks for the notice",,,0.6249
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],804604311015129089,doteth,2022-03-16 16:46:00,Possible scam,https://cdn.discordapp.com/attachments/912281243012460594/953574890559131648/IMG_4448.png?ex=65def2d2&is=65cc7dd2&hm=0857173bce27b1ff6d72d95cf10cb473999fc86a10d64e9a04eb9d4bd84d539c&,,-0.5719
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],746738402208252026,Steffen#9437,2022-03-18 03:45:00,"@Drainsloff asked me to enter my phrase here:
https://www.walletconnectbots.io/",,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],746738402208252026,Steffen#9437,2022-03-18 03:46:00,he is still in this server @Dotunwilfred.eth,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-03-18 08:59:00,"Banned, thanks!",,👍 (1),-0.1007
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],456226577798135808,Deleted User,2022-03-20 04:03:00,@Robin | DataUnion => @CHARLES,https://cdn.discordapp.com/attachments/912281243012460594/954832582355341342/unknown.png?ex=65e38623&is=65d11123&hm=22429d6a7bd1050c4f810183ae7fcc9bf344b2ff93eb4a889ee23831c746fa18&,👍 (1),0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],456226577798135808,Deleted User,2022-03-20 04:09:00,changed name,https://cdn.discordapp.com/attachments/912281243012460594/954833999182852157/unknown.png?ex=65e38775&is=65d11275&hm=0d4fe0ceb37580794d9c90ef4aef7b68e040ff1e113ef1b1092609ed368fb5fd&,👍 (1),0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],750335264588824646,dystoilet_paper,2022-03-29 03:36:00,Does anyone have the old OCEAN token sitting in their wallets?,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-03-29 08:35:00,The new tokens were airdropped to all token holders of the old tokens,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],836200499723239424,wally0221,2022-03-29 18:48:00,"Yes, but I hid them in all my wallets. You can do that pretty easily through the menu.",,,0.8248
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],690297296273014904,luccos.,2022-04-28 22:43:00,HLP🔝🔜✔✅#0502,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],690297296273014904,luccos.,2022-04-28 23:01:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/969252012975882240/unknown.png?ex=65e09c47&is=65ce2747&hm=139a5e44168d805a865ce891ed3b6a012b6195f843fc3bccc3431d7abe933ea2&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-04-28 23:10:00,https://tenor.com/view/kick-plus-ban-kick-ban-gif-24617052,,😂 (2),0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],686955086941126683,akrtws,2022-05-07 01:32:00,"I'd like to report some weird transactions that I can't make sense of. And feel you should know:
I've noticed a transaction on my wallet that I definitely haven't initiated. 🤯 
This in itself is pretty weird, but I thought sth I have to solve myself 🔐",,,0.6369
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],686955086941126683,akrtws,2022-05-07 01:33:00,"I looked it up on Etherscan, it's a transfer of OLD OCEAN. ❔ And I found a lot of recent transactions, all trying to transfer OLD OCEAN, ultimately reverted:
https://etherscan.io/address/0x985dd3d42de1e256d09e1c10f112bccb8015ad41",,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],686955086941126683,akrtws,2022-05-07 01:34:00,Can anyone of you make sense of it?,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],849215910794231808,alvnod#7323,2022-05-13 17:46:00,A scammer who is stealing your name,https://cdn.discordapp.com/attachments/912281243012460594/974608623089106954/unknown.png?ex=65e1a403&is=65cf2f03&hm=bbfacd908aa8db5781d2cd92fbe32ebc825a9567948a15d3d9d72f93ff79fe1d&,,-0.5719
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],883228424016125993,_ulysses_,2022-05-20 16:24:00,860568755460374528 this guy messaged me regarding wallet validation,https://cdn.discordapp.com/attachments/912281243012460594/977124737597722664/unknown.png?ex=65e190d3&is=65cf1bd3&hm=95949b9105a7abc56957d0a940f8e16165eab4f979945b3db9fe98f76c84c685&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],177843253809381376,zylax,2022-06-05 03:56:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/982734592471617577/Screenshot_2022-06-04-21-55-37-87_572064f74bd5f9fa804b05334aa4f912.jpg?ex=65e38469&is=65d10f69&hm=f80fcd7ddf7a3639381dd3a3a18b062e870e026a4ac851687f456d36d517d50c&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],177843253809381376,zylax,2022-06-05 03:56:00,This guy needs to be banned from the server,,,-0.4588
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],177843253809381376,zylax,2022-06-05 03:57:00,@Help Desk us his username,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],781134177406943272,liquidsurfer,2022-06-10 00:45:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/984498465298059264/IMG_0495.png?ex=65e0b4a5&is=65ce3fa5&hm=ab29794364308f0172e0e764301931f16a674c9d0a5a373d84c82d0758857e8e&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],781134177406943272,liquidsurfer,2022-06-10 00:45:00,Super spammy telegram group offering airdrops,,,0.5994
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],395324706158542862,ben_datastake,2022-06-10 18:54:00,"Just got a message from an ""@ ocean"" account (congratulations + link). Blocked and reported too quick for screenshot. I suppose this comes with submitting a proposal to Ocean DAO.",,,-0.2732
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-10 18:56:00,I kicked + banned that account. thanks for reporting it.,,👍 (1),-0.0258
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],369700858742571008,mantisclone,2022-06-10 19:07:00,DM from a scammer account.,https://cdn.discordapp.com/attachments/912281243012460594/984775899180302346/Screenshot_20220610-070652.jpg?ex=65e1b706&is=65cf4206&hm=c1d5fb14d6fe96571cfefacae905b8f29d5820472d1cd6d45217e4b0405e8755&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],127286666430906368,duckcud,2022-06-10 20:28:00,N/A,"https://cdn.discordapp.com/attachments/912281243012460594/984796212429475850/Screenshot_20220610-215757_Discord.jpg?ex=65e1c9f1&is=65cf54f1&hm=e2a9ad088b119440e849de3ec8c76b94f6116d137bc7a4f8fda3c16efa19df79&,https://cdn.discordapp.com/attachments/912281243012460594/984796212714672178/Screenshot_20220610-215807_Discord.jpg?ex=65e1c9f1&is=65cf54f1&hm=46b1bb33807d19a5305bef7f81a22baac99f8f178b87a431cb1e8f58c01ae998&",,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],279241863641432066,alextoti.,2022-06-10 20:29:00,@Notice (although cant find him sent me this (Notice#2178),,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],279241863641432066,alextoti.,2022-06-10 20:29:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/984796503581282335/Screenshot_128.png?ex=65e1ca37&is=65cf5537&hm=cb8624c45f4e61d424c31e6eea2ca1b98c0e1d7e54bf28622f71866cce16b2cb&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],838349508173496351,dtdid,2022-06-10 20:48:00,I got the same message,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],209963946432528384,zippy1979,2022-06-10 20:49:00,N/A,"https://cdn.discordapp.com/attachments/912281243012460594/984801420169601054/SmartSelect_20220610-144850_Discord.jpg?ex=65e1cecb&is=65cf59cb&hm=360028a652e23f39b5f5912955653e76e632b39d9949869436ac517293174bb7&,https://cdn.discordapp.com/attachments/912281243012460594/984801420693880872/SmartSelect_20220610-144837_Discord.jpg?ex=65e1cecb&is=65cf59cb&hm=97388f4c387c2f48c49b84dd1fd68426810ca7ba6bb98872b7f6a88ebbb767c7&",,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],538905350158548992,playonworlds,2022-06-10 20:52:00,I got one from ‘announcement’ username: announcement#8434  // ID: 977999061464518688,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],248933091253420032,ftx_sbf,2022-06-10 21:07:00,@announcement and many of the other @announcement,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-10 21:28:00,banned and banned,,🙌 (2),-0.7184
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],982068150315126845,cypher.xbt,2022-06-10 23:34:00,Got the same message now with link that keeps counting,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],694231331579756574,akshay0738,2022-06-11 23:08:00,@Ocean sammer,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],776621646235959359,dogerton,2022-06-20 01:41:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/988136560044167168/Screen_Shot_2022-06-19_at_10.41.45_AM.png?ex=65e4b662&is=65d24162&hm=a871e8969f8dd77316d3b596cbc1be984ddfcb9917ca798e4b9b9f48c6f01086&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],806183201679998986,corrie6921,2022-06-20 22:06:00,"Anybody know Grayson|Dev #7239, asked to friend me.",,,0.4939
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],209963946432528384,zippy1979,2022-06-21 17:19:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/988734790809296926/unknown.png?ex=65e6e387&is=65d46e87&hm=0cd932c745ddc145ce3f0b2ce61e365337583eaef3e166f74fa9986083431f9f&,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],209963946432528384,zippy1979,2022-06-21 17:19:00,Scammer,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],209963946432528384,zippy1979,2022-06-21 17:19:00,Wants to help me make 30% returns,,,0.4019
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:14:00,"both wanted me to proceed with their website and get my ""metamask approved etc""","https://cdn.discordapp.com/attachments/912281243012460594/989081053346037790/Bildschirmfoto_2022-06-22_um_10.12.35.png?ex=65deeb83&is=65cc7683&hm=97b596b6bf1c3218ae3d672c4b5f2384eec89673d019b8653116d706cd9ec5ea&,https://cdn.discordapp.com/attachments/912281243012460594/989081053648019506/Bildschirmfoto_2022-06-22_um_10.14.08.png?ex=65deeb83&is=65cc7683&hm=cd93f0c0638e691fdaea96335be1af94253dc050211c54eb672f447bf7ab55b1&",,0.4215
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:19:00,Is this your tech support DM me?,https://cdn.discordapp.com/attachments/912281243012460594/989082285959692308/Bildschirmfoto_2022-06-22_um_10.18.59.png?ex=65deeca9&is=65cc77a9&hm=540f49dec986d418d52596a12464a9f1db54b8824ed53aae1793d02bed033c3b&,,0.4019
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:20:00,"No, the admins or team do not DM anyone @ttk100",,,-0.296
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:20:00,https://discord.com/channels/@me/989079541953728552/989082341706178561,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:21:00,ok. then another scammer,,,0.296
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:21:00,he wants me to visit some website etc,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:21:00,"Sure, they are trying to get your tokens",,,0.3182
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:21:00,but maybe you can help? When does v3 make it able to withdraw again. my ocean are staked in a project there.,,,0.5499
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:22:00,what do you need to block him and kick him out of this server?,,,-0.4404
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:22:00,There was a long period with massive announcements that V3 is going to get transitioned over to V4 - everyone that participated in the transaction got an airdrop. Now V3 is closed.,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:23:00,Nooooo!,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:23:00,"Yeah, this is kind of harsh",,,-0.2484
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:23:00,I followed everywhere! I did not see this,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:23:00,https://blog.oceanprotocol.com/ocean-v3-airdrop-and-pool-share-lock-4d18a84e6e27,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:23:00,This was the article,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:23:00,promoted for a long time,,,0.4215
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:23:00,on all channels,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:24:00,"so, all the old OCEAN are gone and I just get some crappy airdopr that does not even make up 10% of it???",,,-0.6298
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:24:00,fuck,,,-0.5423
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:24:00,f f f f f f .... !!!!!,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:24:00,"Uhm no, this should not be the case - if you locked your pool shares you got more than you had before",,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:24:00,But it seems like you did not,,,0.5023
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:25:00,locked is an amount of 1500USD (as of worth righ now) but I only got 500 mOCEAN,,,0.1154
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:25:00,"well, if it is still locked in V3 then it was not taken into consideration",,,0.2732
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:25:00,but at least thanks for the answer,,,0.5927
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:25:00,"yes, it was locked",,,0.4019
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:25:00,but in the pool,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:26:00,not for the V3 -> V4 transition,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:26:00,locked in the amazon pool,,,0.1779
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:27:00,"You have the proof of lock in your wallet, so that is something that could be used",,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:27:00,that did not show even close to a warning to unstake and withdraw,,,-0.34
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:27:00,but it is not my call,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:27:00,"you had to go to the Amazon dataset and press a button, confirm two transactions and then you get more than you had when you staked in $OCEAN",,,0.1779
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:28:00,"but I can just explain the process to you, the Ocean team has to make a decision how to handle this case",,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:29:00,"Yes, so far the last 2 weeks I could not unstake or be able to press any button at all",,,0.4019
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:29:00,So... I just wait here until sb reacts?,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],194817764236460034,robinlehmann,2022-06-22 16:29:00,if you can post your wallet I can check if you still have the LP tokens but I can't make a decision,,,0.0
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:30:00,Do you also want screenshots of the scammers that are continuing to contact me because I  asked in the general section?,,,0.0772
Ocean Protocol - GENERAL - 🚨︱report-scammers [912281243012460594],895661978146705509,ttk100#9960,2022-06-22 16:30:00,N/A,https://cdn.discordapp.com/attachments/912281243012460594/989085070981750854/Bildschirmfoto_2022-06-22_um_10.30.34.png?ex=65deef41&is=65cc7a41&hm=afa4aa09cb07f5b36a6467f99f56b9af04646ecfe50433b851fc0f63e01510e8&,,0.0
